,index,Unnamed: 0,Title,Year_x,Publisher_x,Genre_x,Platform_x,Metascore,Avg_Userscore,No_Players,Rank,Name,Platform_y,Year_y,Genre_y,Publisher_y,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2569,2634,1265,Warhammer Online: Age of Reckoning,2008,EAMythic,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy,PC,86,7.9,Massively Multiplayer,14948,Warhammer Online: Age of Reckoning,PC,2008.0,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
2570,2636,1276,Forza Horizon 2,2014,PlaygroundGames,Driving;Racing;Simulation;GT / Street;Automobile,XboxOne,86,8.3,Up to 12 ,1418,Forza Horizon 2,XOne,2014.0,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37
2571,2637,1276,Forza Horizon 2,2014,PlaygroundGames,Driving;Racing;Simulation;GT / Street;Automobile,XboxOne,86,8.3,Up to 12 ,2429,Forza Horizon 2,X360,2014.0,Racing,Microsoft Game Studios,0.35,0.43,0.0,0.07,0.85
2572,2638,1280,Moto Racer Advance,2002,DelphineSoftwareInternational,Driving;Racing;Motorcycle;Street,GameBoyAdvance,86,tbd,not specified,16307,Moto Racer Advance,GBA,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01
2573,2639,1286,IL-2 Sturmovik: 1946,2007,1C:MaddoxGames,Simulation;Flight;WWII;WWII;Combat,PC,86,8.8,1 Player,13506,IL-2 Sturmovik: 1946,PC,2006.0,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04
2574,2640,1290,Dance Central 3,2012,HarmonixMusicSystems,Dancing;Action;Miscellaneous;Rhythm;Dancing,Xbox360,86,8.1,not specified,2491,Dance Central 3,X360,2012.0,Misc,Microsoft Game Studios,0.57,0.2,0.0,0.06,0.83
2575,2641,1294,Luigi's Mansion: Dark Moon,2013,NextLevelGames,Action Adventure;Fantasy;General;Fantasy,3DS,86,8.5,Up to 4 ,235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.78,1.39,1.1,0.3,4.58
2576,2642,1296,Guitar Hero III: Legends of Rock,2007,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,8.3,1-2 ,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98
2577,2643,1296,Guitar Hero III: Legends of Rock,2007,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,8.3,1-2 ,231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62
2578,2644,1296,Guitar Hero III: Legends of Rock,2007,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,8.3,1-2 ,238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53
2579,2645,1296,Guitar Hero III: Legends of Rock,2007,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,8.3,1-2 ,712,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
2580,2646,1296,Guitar Hero III: Legends of Rock,2007,VicariousVisions,Action;Miscellaneous;Rhythm;Music;Music,Wii,86,8.3,1-2 ,16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
2581,2647,1371,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,8.0,1-2 ,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98
2582,2648,1371,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,8.0,1-2 ,231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62
2583,2649,1371,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,8.0,1-2 ,238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53
2584,2650,1371,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,8.0,1-2 ,712,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
2585,2651,1371,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,85,8.0,1-2 ,16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
2586,2652,2327,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,83,7.8,2  Online,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98
2587,2653,2327,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,83,7.8,2  Online,231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62
2588,2654,2327,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,83,7.8,2  Online,238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53
2589,2655,2327,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,83,7.8,2  Online,712,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
2590,2656,2327,Guitar Hero III: Legends of Rock,2007,NeversoftEntertainment,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,83,7.8,2  Online,16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
2591,2657,2538,Guitar Hero III: Legends of Rock,2007,"NeversoftEntertainment,BudCat",Miscellaneous;Rhythm;Music,PlayStation2,82,8.4,1-2 ,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98
2592,2658,2538,Guitar Hero III: Legends of Rock,2007,"NeversoftEntertainment,BudCat",Miscellaneous;Rhythm;Music,PlayStation2,82,8.4,1-2 ,231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62
2593,2659,2538,Guitar Hero III: Legends of Rock,2007,"NeversoftEntertainment,BudCat",Miscellaneous;Rhythm;Music,PlayStation2,82,8.4,1-2 ,238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53
2594,2660,2538,Guitar Hero III: Legends of Rock,2007,"NeversoftEntertainment,BudCat",Miscellaneous;Rhythm;Music,PlayStation2,82,8.4,1-2 ,712,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
2595,2661,2538,Guitar Hero III: Legends of Rock,2007,"NeversoftEntertainment,BudCat",Miscellaneous;Rhythm;Music,PlayStation2,82,8.4,1-2 ,16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
2596,2662,4100,Guitar Hero III: Legends of Rock,2007,Aspyr,Action;Miscellaneous;Rhythm;Music;Music,PC,79,7.4,1-2 ,208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98
2597,2663,4100,Guitar Hero III: Legends of Rock,2007,Aspyr,Action;Miscellaneous;Rhythm;Music;Music,PC,79,7.4,1-2 ,231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62
2598,2664,4100,Guitar Hero III: Legends of Rock,2007,Aspyr,Action;Miscellaneous;Rhythm;Music;Music,PC,79,7.4,1-2 ,238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53
2599,2665,4100,Guitar Hero III: Legends of Rock,2007,Aspyr,Action;Miscellaneous;Rhythm;Music;Music,PC,79,7.4,1-2 ,712,Guitar Hero III: Legends of Rock,PS3,2007.0,Misc,Activision,1.4,0.54,0.02,0.3,2.26
2600,2666,4100,Guitar Hero III: Legends of Rock,2007,Aspyr,Action;Miscellaneous;Rhythm;Music;Music,PC,79,7.4,1-2 ,16048,Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01
2601,2667,1300,F-Zero: Maximum Velocity,2001,NdCube,Driving;Racing;Futuristic,GameBoyAdvance,86,8.2,1-4 ,2002,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04
2602,2668,1309,Turok 2: Seeds of Evil,1998,IguanaEntertainment,Action;Shooter;First-Person;Sci-Fi,Nintendo64,86,8.2,1-4 ,929,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
2603,2669,1317,NHL 08,2007,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,86,6.9,1-8 ,6612,NHL 08,PS3,2007.0,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
2604,2670,1317,NHL 08,2007,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PlayStation3,86,6.9,1-8 ,6660,NHL 08,X360,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25
2605,2671,1356,NHL 08,2007,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,85,8.2,1-8 ,6612,NHL 08,PS3,2007.0,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
2606,2672,1356,NHL 08,2007,EACanada,Sports;Traditional;Team;Ice Hockey;Sim;Sim,Xbox360,85,8.2,1-8 ,6660,NHL 08,X360,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25
2607,2673,1318,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,XboxOne,86,7.5,Up to 10 ,554,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
2608,2674,1318,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,XboxOne,86,7.5,Up to 10 ,1446,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35
2609,2675,1318,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,XboxOne,86,7.5,Up to 10 ,13025,Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
2610,2676,2263,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,PlayStation4,83,7.8,Up to 10 ,554,Mortal Kombat X,PS4,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
2611,2677,2263,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,PlayStation4,83,7.8,Up to 10 ,1446,Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35
2612,2678,2263,Mortal Kombat X,2015,"WarnerBros.InteractiveEntertainment,NetherRealmStudios",Action;Fighting;2D;3D,PlayStation4,83,7.8,Up to 10 ,13025,Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.01,0.04,0.0,0.0,0.05
2613,2679,1321,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,GameCube,86,8.3,1 Player,7232,Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22
2614,2680,1321,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,GameCube,86,8.3,1 Player,7380,Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21
2615,2681,1492,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,PlayStation2,85,7.8,1 Player,7232,Viewtiful Joe 2,GC,2004.0,Action,Capcom,0.17,0.04,0.0,0.01,0.22
2616,2682,1492,Viewtiful Joe 2,2004,CloverStudio,Action;Beat-'Em-Up,PlayStation2,85,7.8,1 Player,7380,Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21
2617,2683,1330,The Legend of Zelda: Twilight Princess HD,2016,"Tantalus,Tantatus,Nintendo",Action Adventure;General;Open-World,WiiU,86,8.5,not specified,2214,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.48,0.3,0.08,0.08,0.94
2618,2684,1333,The Legend of Heroes: Trails of Cold Steel,2015,Falcom,Role-Playing;Japanese-Style,PlayStation3,86,8.0,No Online Multiplayer,5805,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31
2619,2685,1333,The Legend of Heroes: Trails of Cold Steel,2015,Falcom,Role-Playing;Japanese-Style,PlayStation3,86,8.0,No Online Multiplayer,7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
2620,2686,3551,The Legend of Heroes: Trails of Cold Steel,2017,Falcom,Role-Playing;Japanese-Style,PC,80,8.5,No Online Multiplayer,5805,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31
2621,2687,3551,The Legend of Heroes: Trails of Cold Steel,2017,Falcom,Role-Playing;Japanese-Style,PC,80,8.5,No Online Multiplayer,7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
2622,2688,1339,Radiant Historia,2011,Atlus,Role-Playing;General;General;Japanese-Style,DS,85,8.5,No Online Multiplayer,5378,Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.24,0.0,0.09,0.02,0.34
2623,2689,1341,Castlevania: Portrait of Ruin,2006,Konami,Action;Role-Playing;Platformer;Platformer;Action RPG;2D;2D,DS,85,8.3,No Online Multiplayer,4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43
2624,2690,1343,Tom Clancy's Splinter Cell: Conviction,2010,UbisoftMontreal,Action Adventure;Modern;General;Modern,Xbox360,85,7.7,not specified,817,Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06
2625,2691,1343,Tom Clancy's Splinter Cell: Conviction,2010,UbisoftMontreal,Action Adventure;Modern;General;Modern,Xbox360,85,7.7,not specified,10349,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
2626,2692,2318,Tom Clancy's Splinter Cell: Conviction,2010,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,83,5.3,not specified,817,Tom Clancy's Splinter Cell: Conviction,X360,2010.0,Action,Ubisoft,1.2,0.63,0.04,0.19,2.06
2627,2693,2318,Tom Clancy's Splinter Cell: Conviction,2010,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,83,5.3,not specified,10349,Tom Clancy's Splinter Cell: Conviction,PC,2010.0,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
2628,2694,1346,Cities: Skylines,2015,ColossalOrder,City Building;Modern;Strategy;Management;Government,PC,85,8.9,No Online Multiplayer,9232,Cities: Skylines,PC,2015.0,Simulation,Paradox Interactive,0.0,0.13,0.0,0.01,0.14
2629,2695,1357,Ni no Kuni: Wrath of the White Witch,2013,Level5,General;Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,PlayStation3,85,8.7,No Online Multiplayer,1206,Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
2630,2696,1359,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PlayStation3,85,7.2,not specified,1357,UFC Undisputed 2010,PS3,2010.0,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
2631,2697,1359,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PlayStation3,85,7.2,not specified,1479,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.33
2632,2698,1359,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,PlayStation3,85,7.2,not specified,7345,UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.04,0.21
2633,2699,1742,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox360,84,6.7,not specified,1357,UFC Undisputed 2010,PS3,2010.0,Fighting,THQ,0.8,0.41,0.02,0.19,1.42
2634,2700,1742,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox360,84,6.7,not specified,1479,UFC Undisputed 2010,X360,2010.0,Fighting,THQ,0.9,0.31,0.0,0.11,1.33
2635,2701,1742,UFC Undisputed 2010,2010,Yuke's,Action;Sports;Fighting;Fighting;Individual;Wrestling;Combat;Wrestling,Xbox360,84,6.7,not specified,7345,UFC Undisputed 2010,PSP,2010.0,Fighting,THQ,0.11,0.07,0.0,0.04,0.21
2636,2702,1366,Tom Clancy's Rainbow Six,1998,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,8.4,1-8 ,1118,Tom Clancy's Rainbow Six,PS,1999.0,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64
2637,2703,1366,Tom Clancy's Rainbow Six,1998,RedStormEntertainment,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,85,8.4,1-8 ,3158,Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64
2638,2704,1367,Oddworld: Abe's Oddysee,1997,OddworldInhabitants,Action;Platformer;2D,PlayStation,85,8.9,1-2 ,1606,Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24
2639,2705,1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online,607,Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
2640,2706,1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online,912,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89
2641,2707,1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online,1271,Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49
2642,2708,1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online,2876,Madden NFL 09,PSP,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71
2643,2709,1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online,5499,Madden NFL 09,DS,2008.0,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.33
2644,2710,1370,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PlayStation3,85,4.4,4  Online,8195,Madden NFL 09,XB,2008.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
2645,2711,2170,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,83,7.0,4  Online,607,Madden NFL 09,X360,2008.0,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54
2646,2712,2170,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,83,7.0,4  Online,912,Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,1.56,0.15,0.0,0.18,1.89
2647,2713,2170,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,83,7.0,4  Online,1271,Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49
2648,2714,2170,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,83,7.0,4  Online,2876,Madden NFL 09,PSP,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71
2649,2715,2170,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,83,7.0,4  Online,5499,Madden NFL 09,DS,2008.0,Sports,Electronic Arts,0.3,0.0,0.0,0.03,0.33
2650,2716,2170,Madden NFL 09,2008,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,Xbox360,83,7.0,4  Online,8195,Madden NFL 09,XB,2008.0,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
2651,2717,1372,The Sly Collection,2010,SanzaruGames,Action Adventure;Modern;Miscellaneous;Compilation;Compilation,PlayStation3,85,8.8,not specified,2961,The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
2652,2718,3492,The Sly Collection,2014,SanzaruGames,Miscellaneous;Compilation,PlayStationVita,80,7.8,not specified,2961,The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
2653,2719,1373,Tatsunoko vs. Capcom: Ultimate All-Stars,2010,Eighting,Action;Fighting;Fighting;2D;2D,Wii,85,8.7,not specified,3654,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55
2654,2720,1375,Daxter,2006,ReadyatDawn,Action;Platformer;Platformer;3D;3D,PSP,85,8.5,24  Online,267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
2655,2721,1379,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,85,8.7,2  Online,2938,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
2656,2722,1379,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,85,8.7,2  Online,4631,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42
2657,2723,1379,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,85,8.7,2  Online,5533,MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33
2658,2724,1950,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Baseball;Sim,PlayStation2,84,7.3,2  Online,2938,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
2659,2725,1950,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Baseball;Sim,PlayStation2,84,7.3,2  Online,4631,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42
2660,2726,1950,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Baseball;Sim,PlayStation2,84,7.3,2  Online,5533,MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33
2661,2727,2226,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PSP,83,8.4,2  Online,2938,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
2662,2728,2226,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PSP,83,8.4,2  Online,4631,MLB 08: The Show,PS2,2008.0,Sports,Sony Computer Entertainment,0.35,0.01,0.0,0.06,0.42
2663,2729,2226,MLB 08: The Show,2008,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PSP,83,8.4,2  Online,5533,MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33
2664,2731,1383,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,85,7.0,Up to 64 ,337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
2665,2732,1383,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,85,7.0,Up to 64 ,366,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
2666,2733,1383,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,85,7.0,Up to 64 ,387,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
2667,2734,1383,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,85,7.0,Up to 64 ,858,Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98
2668,2735,1383,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation4,85,7.0,Up to 64 ,1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
2669,2736,2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified,337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
2670,2737,2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified,366,Battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
2671,2738,2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified,387,Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
2672,2739,2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified,858,Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98
2673,2740,2854,Battlefield 4,2013,EADICE,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,81,6.1,not specified,1388,Battlefield 4,PC,2013.0,Shooter,Electronic Arts,0.38,0.86,0.0,0.16,1.4
